Date,Segmentación de Clientes
1985-03,3
1985-04,1
1985-05,2
1985-06,0
1985-07,0
1985-08,0
1985-09,0
1985-10,0
1985-11,0
1985-12,2
1986-01,5
1986-02,0
1986-03,0
1986-04,2
1986-05,2
1986-06,0
1986-07,1
1986-08,1
1986-09,0
1986-10,0
1986-11,2
1986-12,2
1987-01,6
1987-02,0
1987-03,0
1987-04,2
1987-05,5
1987-06,2
1987-07,0
1987-08,0
1987-09,2
1987-10,0
1987-11,1
1987-12,2
1988-01,4
1988-02,1
1988-03,4
1988-04,0
1988-05,0
1988-06,1
1988-07,0
1988-08,1
1988-09,1
1988-10,0
1988-11,0
1988-12,1
1989-01,5
1989-02,1
1989-03,1
1989-04,1
1989-05,2
1989-06,3
1989-07,0
1989-08,0
1989-09,2
1989-10,0
1989-11,2
1989-12,1
1990-01,2
1990-02,0
1990-03,2
1990-04,1
1990-05,3
1990-06,3
1990-07,2
1990-08,0
1990-09,3
1990-10,1
1990-11,0
1990-12,2
1991-01,6
1991-02,0
1991-03,1
1991-04,1
1991-05,1
1991-06,0
1991-07,1
1991-08,0
1991-09,3
1991-10,1
1991-11,2
1991-12,1
1992-01,3
1992-02,0
1992-03,3
1992-04,1
1992-05,6
1992-06,3
1992-07,0
1992-08,0
1992-09,3
1992-10,1
1992-11,2
1992-12,2
1993-01,7
1993-02,0
1993-03,1
1993-04,0
1993-05,2
1993-06,2
1993-07,0
1993-08,0
1993-09,4
1993-10,0
1993-11,0
1993-12,0
1994-01,5
1994-02,2
1994-03,2
1994-04,0
1994-05,2
1994-06,3
1994-07,0
1994-08,2
1994-09,0
1994-10,3
1994-11,0
1994-12,1
1995-01,8
1995-02,1
1995-03,2
1995-04,1
1995-05,5
1995-06,1
1995-07,0
1995-08,1
1995-09,0
1995-10,3
1995-11,0
1995-12,5
1996-01,9
1996-02,2
1996-03,1
1996-04,1
1996-05,0
1996-06,4
1996-07,2
1996-08,3
1996-09,4
1996-10,0
1996-11,2
1996-12,4
1997-01,4
1997-02,3
1997-03,2
1997-04,3
1997-05,2
1997-06,2
1997-07,3
1997-08,3
1997-09,5
1997-10,2
1997-11,1
1997-12,2
1998-01,11
1998-02,1
1998-03,3
1998-04,2
1998-05,0
1998-06,2
1998-07,1
1998-08,2
1998-09,2
1998-10,1
1998-11,0
1998-12,4
1999-01,5
1999-02,2
1999-03,1
1999-04,1
1999-05,3
1999-06,2
1999-07,1
1999-08,1
1999-09,0
1999-10,3
1999-11,0
1999-12,6
2000-01,16
2000-02,2
2000-03,3
2000-04,2
2000-05,2
2000-06,1
2000-07,2
2000-08,2
2000-09,1
2000-10,2
2000-11,1
2000-12,4
2001-01,14
2001-02,2
2001-03,5
2001-04,0
2001-05,2
2001-06,1
2001-07,0
2001-08,2
2001-09,2
2001-10,4
2001-11,1
2001-12,3
2002-01,15
2002-02,6
2002-03,3
2002-04,2
2002-05,1
2002-06,1
2002-07,2
2002-08,3
2002-09,7
2002-10,0
2002-11,2
2002-12,2
2003-01,16
2003-02,3
2003-03,2
2003-04,2
2003-05,2
2003-06,3
2003-07,2
2003-08,3
2003-09,4
2003-10,1
2003-11,1
2003-12,2
2004-01,13
2004-02,3
2004-03,1
2004-04,0
2004-05,2
2004-06,2
2004-07,0
2004-08,5
2004-09,4
2004-10,4
2004-11,3
2004-12,2
2005-01,16
2005-02,1
2005-03,4
2005-04,3
2005-05,0
2005-06,4
2005-07,7
2005-08,3
2005-09,1
2005-10,1
2005-11,4
2005-12,0
2006-01,22
2006-02,1
2006-03,2
2006-04,3
2006-05,1
2006-06,4
2006-07,4
2006-08,1
2006-09,3
2006-10,5
2006-11,3
2006-12,3
2007-01,18
2007-02,1
2007-03,5
2007-04,5
2007-05,4
2007-06,9
2007-07,2
2007-08,4
2007-09,6
2007-10,5
2007-11,1
2007-12,6
2008-01,19
2008-02,4
2008-03,2
2008-04,3
2008-05,3
2008-06,5
2008-07,5
2008-08,4
2008-09,3
2008-10,5
2008-11,4
2008-12,9
2009-01,27
2009-02,2
2009-03,6
2009-04,7
2009-05,3
2009-06,7
2009-07,9
2009-08,3
2009-09,7
2009-10,1
2009-11,6
2009-12,9
2010-01,24
2010-02,2
2010-03,7
2010-04,3
2010-05,9
2010-06,10
2010-07,4
2010-08,7
2010-09,13
2010-10,5
2010-11,6
2010-12,9
2011-01,39
2011-02,7
2011-03,6
2011-04,3
2011-05,5
2011-06,5
2011-07,4
2011-08,8
2011-09,5
2011-10,3
2011-11,5
2011-12,11
2012-01,29
2012-02,5
2012-03,4
2012-04,9
2012-05,9
2012-06,9
2012-07,6
2012-08,8
2012-09,4
2012-10,5
2012-11,2
2012-12,4
2013-01,28
2013-02,0
2013-03,12
2013-04,8
2013-05,2
2013-06,6
2013-07,5
2013-08,5
2013-09,8
2013-10,13
2013-11,5
2013-12,8
2014-01,30
2014-02,9
2014-03,6
2014-04,5
2014-05,8
2014-06,7
2014-07,6
2014-08,7
2014-09,11
2014-10,14
2014-11,7
2014-12,9
2015-01,39
2015-02,1
2015-03,3
2015-04,4
2015-05,4
2015-06,7
2015-07,6
2015-08,5
2015-09,10
2015-10,4
2015-11,8
2015-12,12
2016-01,32
2016-02,6
2016-03,5
2016-04,5
2016-05,2
2016-06,7
2016-07,6
2016-08,6
2016-09,13
2016-10,8
2016-11,7
2016-12,10
2017-01,41
2017-02,3
2017-03,8
2017-04,3
2017-05,11
2017-06,5
2017-07,8
2017-08,7
2017-09,8
2017-10,8
2017-11,8
2017-12,12
2018-01,41
2018-02,5
2018-03,4
2018-04,5
2018-05,9
2018-06,9
2018-07,10
2018-08,9
2018-09,10
2018-10,11
2018-11,7
2018-12,19
2019-01,35
2019-02,10
2019-03,9
2019-04,13
2019-05,8
2019-06,10
2019-07,12
2019-08,7
2019-09,8
2019-10,13
2019-11,8
2019-12,12
2020-01,33
2020-02,7
2020-03,9
2020-04,9
2020-05,13
2020-06,16
2020-07,8
2020-08,4
2020-09,7
2020-10,14
2020-11,15
2020-12,19
2021-01,58
2021-02,6
2021-03,16
2021-04,13
2021-05,12
2021-06,10
2021-07,10
2021-08,14
2021-09,10
2021-10,12
2021-11,12
2021-12,29
2022-01,69
2022-02,9
2022-03,22
2022-04,15
2022-05,14
2022-06,17
2022-07,13
2022-08,12
2022-09,18
2022-10,18
2022-11,15
2022-12,27
2023-01,70
2023-02,5
2023-03,19
2023-04,16
2023-05,16
2023-06,15
2023-07,15
2023-08,10
2023-09,12
2023-10,19
2023-11,19
2023-12,33
2024-01,88
2024-02,20
2024-03,23
2024-04,22
2024-05,15
2024-06,25
2024-07,25
2024-08,25
2024-09,31
2024-10,19
2024-11,24
2024-12,29
