Date,Gestión de la Cadena de Suministro
1985-03,0
1985-04,0
1985-05,1
1985-06,0
1985-07,0
1985-08,0
1985-09,1
1985-10,0
1985-11,0
1985-12,0
1986-01,0
1986-02,0
1986-03,0
1986-04,0
1986-05,0
1986-06,0
1986-07,0
1986-08,0
1986-09,0
1986-10,0
1986-11,0
1986-12,0
1987-01,2
1987-02,0
1987-03,0
1987-04,0
1987-05,0
1987-06,0
1987-07,0
1987-08,0
1987-09,0
1987-10,0
1987-11,1
1987-12,0
1988-01,0
1988-02,0
1988-03,1
1988-04,1
1988-05,0
1988-06,0
1988-07,0
1988-08,0
1988-09,0
1988-10,0
1988-11,0
1988-12,0
1989-01,0
1989-02,0
1989-03,0
1989-04,0
1989-05,0
1989-06,0
1989-07,0
1989-08,1
1989-09,0
1989-10,0
1989-11,0
1989-12,0
1990-01,1
1990-02,1
1990-03,0
1990-04,0
1990-05,0
1990-06,0
1990-07,2
1990-08,0
1990-09,0
1990-10,0
1990-11,1
1990-12,0
1991-01,4
1991-02,0
1991-03,0
1991-04,0
1991-05,1
1991-06,0
1991-07,1
1991-08,0
1991-09,1
1991-10,0
1991-11,0
1991-12,1
1992-01,0
1992-02,2
1992-03,0
1992-04,0
1992-05,3
1992-06,0
1992-07,1
1992-08,0
1992-09,0
1992-10,0
1992-11,1
1992-12,0
1993-01,6
1993-02,0
1993-03,0
1993-04,3
1993-05,0
1993-06,0
1993-07,1
1993-08,0
1993-09,0
1993-10,1
1993-11,0
1993-12,0
1994-01,2
1994-02,2
1994-03,1
1994-04,0
1994-05,0
1994-06,2
1994-07,1
1994-08,3
1994-09,0
1994-10,1
1994-11,1
1994-12,1
1995-01,6
1995-02,3
1995-03,1
1995-04,2
1995-05,7
1995-06,6
1995-07,1
1995-08,1
1995-09,3
1995-10,4
1995-11,0
1995-12,1
1996-01,32
1996-02,2
1996-03,6
1996-04,9
1996-05,0
1996-06,2
1996-07,2
1996-08,8
1996-09,0
1996-10,2
1996-11,4
1996-12,12
1997-01,17
1997-02,5
1997-03,6
1997-04,4
1997-05,2
1997-06,6
1997-07,3
1997-08,2
1997-09,18
1997-10,2
1997-11,2
1997-12,5
1998-01,43
1998-02,0
1998-03,7
1998-04,10
1998-05,1
1998-06,13
1998-07,11
1998-08,4
1998-09,13
1998-10,9
1998-11,7
1998-12,18
1999-01,67
1999-02,3
1999-03,20
1999-04,13
1999-05,11
1999-06,10
1999-07,19
1999-08,10
1999-09,11
1999-10,14
1999-11,9
1999-12,17
2000-01,132
2000-02,8
2000-03,10
2000-04,20
2000-05,9
2000-06,15
2000-07,23
2000-08,52
2000-09,20
2000-10,26
2000-11,20
2000-12,36
2001-01,171
2001-02,10
2001-03,30
2001-04,20
2001-05,33
2001-06,13
2001-07,21
2001-08,15
2001-09,19
2001-10,19
2001-11,8
2001-12,69
2002-01,229
2002-02,13
2002-03,28
2002-04,15
2002-05,23
2002-06,24
2002-07,35
2002-08,23
2002-09,30
2002-10,51
2002-11,23
2002-12,39
2003-01,249
2003-02,21
2003-03,38
2003-04,26
2003-05,19
2003-06,24
2003-07,28
2003-08,35
2003-09,45
2003-10,29
2003-11,19
2003-12,57
2004-01,359
2004-02,50
2004-03,27
2004-04,28
2004-05,26
2004-06,48
2004-07,33
2004-08,24
2004-09,51
2004-10,52
2004-11,22
2004-12,59
2005-01,340
2005-02,29
2005-03,44
2005-04,40
2005-05,44
2005-06,55
2005-07,44
2005-08,43
2005-09,33
2005-10,33
2005-11,40
2005-12,47
2006-01,506
2006-02,16
2006-03,48
2006-04,104
2006-05,57
2006-06,96
2006-07,76
2006-08,52
2006-09,72
2006-10,85
2006-11,59
2006-12,90
2007-01,438
2007-02,47
2007-03,70
2007-04,40
2007-05,54
2007-06,75
2007-07,97
2007-08,138
2007-09,127
2007-10,67
2007-11,65
2007-12,137
2008-01,500
2008-02,92
2008-03,75
2008-04,86
2008-05,85
2008-06,108
2008-07,100
2008-08,93
2008-09,140
2008-10,303
2008-11,94
2008-12,160
2009-01,807
2009-02,57
2009-03,90
2009-04,81
2009-05,81
2009-06,160
2009-07,166
2009-08,118
2009-09,200
2009-10,142
2009-11,104
2009-12,141
2010-01,799
2010-02,48
2010-03,105
2010-04,97
2010-05,194
2010-06,126
2010-07,160
2010-08,191
2010-09,209
2010-10,166
2010-11,228
2010-12,170
2011-01,891
2011-02,84
2011-03,139
2011-04,135
2011-05,257
2011-06,174
2011-07,167
2011-08,230
2011-09,182
2011-10,147
2011-11,135
2011-12,198
2012-01,912
2012-02,126
2012-03,145
2012-04,112
2012-05,151
2012-06,165
2012-07,183
2012-08,141
2012-09,151
2012-10,206
2012-11,194
2012-12,213
2013-01,1011
2013-02,118
2013-03,160
2013-04,183
2013-05,235
2013-06,183
2013-07,223
2013-08,137
2013-09,238
2013-10,225
2013-11,185
2013-12,256
2014-01,1035
2014-02,112
2014-03,178
2014-04,157
2014-05,189
2014-06,246
2014-07,191
2014-08,152
2014-09,223
2014-10,236
2014-11,188
2014-12,304
2015-01,1182
2015-02,157
2015-03,163
2015-04,168
2015-05,145
2015-06,239
2015-07,199
2015-08,210
2015-09,197
2015-10,247
2015-11,161
2015-12,245
2016-01,1295
2016-02,147
2016-03,175
2016-04,214
2016-05,211
2016-06,209
2016-07,198
2016-08,199
2016-09,273
2016-10,190
2016-11,183
2016-12,254
2017-01,1240
2017-02,164
2017-03,205
2017-04,231
2017-05,227
2017-06,256
2017-07,280
2017-08,217
2017-09,235
2017-10,253
2017-11,278
2017-12,308
2018-01,1518
2018-02,234
2018-03,262
2018-04,273
2018-05,253
2018-06,305
2018-07,314
2018-08,307
2018-09,292
2018-10,321
2018-11,297
2018-12,388
2019-01,1692
2019-02,270
2019-03,319
2019-04,288
2019-05,280
2019-06,330
2019-07,293
2019-08,388
2019-09,367
2019-10,400
2019-11,358
2019-12,427
2020-01,1732
2020-02,280
2020-03,348
2020-04,368
2020-05,297
2020-06,398
2020-07,415
2020-08,344
2020-09,431
2020-10,411
2020-11,408
2020-12,578
2021-01,2243
2021-02,401
2021-03,532
2021-04,480
2021-05,457
2021-06,526
2021-07,464
2021-08,469
2021-09,552
2021-10,543
2021-11,517
2021-12,692
2022-01,2768
2022-02,432
2022-03,512
2022-04,491
2022-05,557
2022-06,603
2022-07,588
2022-08,598
2022-09,638
2022-10,592
2022-11,593
2022-12,793
2023-01,3145
2023-02,584
2023-03,664
2023-04,571
2023-05,566
2023-06,735
2023-07,598
2023-08,593
2023-09,717
2023-10,653
2023-11,707
2023-12,923
2024-01,3906
2024-02,618
2024-03,752
2024-04,723
2024-05,841
2024-06,840
2024-07,811
2024-08,703
2024-09,747
2024-10,827
2024-11,763
2024-12,1046
