Date,Estrategias de Crecimiento
1950-01,0.0
1951-01,0.0
1952-01,0.0
1953-01,0.0
1954-01,0.0
1955-01,0.0
1956-01,0.0
1957-01,0.0
1958-01,0.0
1959-01,0.0
1960-01,0.0
1961-01,0.0
1962-01,0.0
1963-01,0.0
1964-01,0.0
1965-01,0.0
1966-01,0.0
1967-01,0.00024095108211130977
1968-01,0.0002307731361607658
1969-01,0.00021831916078114596
1970-01,0.00018863511178516724
1971-01,0.0
1972-01,0.0
1973-01,0.0
1974-01,0.0
1975-01,0.0003379520108144643
1976-01,0.0004896672058446678
1977-01,0.0007784597084824084
1978-01,0.00029657001944016477
1979-01,0.0002856175837609267
1980-01,0.0006778668344161127
1981-01,0.0005198322501328821
1982-01,0.0010155222577090835
1983-01,0.000364927543636211
1984-01,0.0006897439670394349
1985-01,0.00011154402586929048
1986-01,0.0006387205150642234
1987-01,0.0006044128179841019
1988-01,0.0007685376074271474
1989-01,0.0008193132152490576
1990-01,0.00025833029077657526
1991-01,0.00041544387685578784
1992-01,0.0007215689795892188
1993-01,0.0003103305951830485
1994-01,0.00044910919191783096
1995-01,0.0004958044320666475
1996-01,0.001345958423344303
1997-01,0.0005228525791010595
1998-01,0.00037784493621662604
1999-01,0.00043334825289461157
2000-01,0.0008179653826825481
2001-01,0.00037798384497046597
2002-01,0.0006804326923831841
2003-01,0.0004827384788427793
2004-01,0.0005713414261648883
2005-01,0.0008980706875714715
2006-01,0.0010806659217790849
2007-01,0.0012172586995957686
2008-01,0.001439037678691667
2009-01,0.0007299492077009641
2010-01,0.0010419627336239637
2011-01,0.0013920073003049528
2012-01,0.0016768192317356781
2013-01,0.0009362370077134511
2014-01,0.0013240786123126511
2015-01,0.0012888629779694652
2016-01,0.0017543648696516758
2017-01,0.0016136878442345201
2018-01,0.0010045805467574353
2019-01,0.001235882743152978
2020-01,0.001047644419143756
2021-01,0.0014751016790245193
2022-01,0.0011978029848761485
2023-01,0.0013692930034841118
2024-01,0.0018788869473723767
