Month,Calidad Total
2004-01,75.5813953488372
2004-02,100.0
2004-03,93.02325581395348
2004-04,87.20930232558139
2004-05,76.74418604651163
2004-06,72.09302325581395
2004-07,56.97674418604651
2004-08,56.97674418604651
2004-09,69.76744186046511
2004-10,74.4186046511628
2004-11,80.23255813953489
2004-12,68.6046511627907
2005-01,61.627906976744185
2005-02,72.09302325581395
2005-03,66.27906976744185
2005-04,72.09302325581395
2005-05,60.46511627906976
2005-06,52.32558139534884
2005-07,34.883720930232556
2005-08,40.69767441860465
2005-09,48.837209302325576
2005-10,51.162790697674424
2005-11,56.97674418604651
2005-12,45.348837209302324
2006-01,44.18604651162791
2006-02,56.97674418604651
2006-03,59.30232558139535
2006-04,45.348837209302324
2006-05,47.674418604651166
2006-06,36.04651162790697
2006-07,32.55813953488372
2006-08,30.23255813953488
2006-09,37.2093023255814
2006-10,34.883720930232556
2006-11,44.18604651162791
2006-12,31.3953488372093
2007-01,37.2093023255814
2007-02,43.02325581395349
2007-03,38.372093023255815
2007-04,36.04651162790697
2007-05,40.69767441860465
2007-06,33.72093023255814
2007-07,26.744186046511626
2007-08,29.069767441860467
2007-09,33.72093023255814
2007-10,33.72093023255814
2007-11,30.23255813953488
2007-12,30.23255813953488
2008-01,30.23255813953488
2008-02,34.883720930232556
2008-03,32.55813953488372
2008-04,29.069767441860467
2008-05,33.72093023255814
2008-06,29.069767441860467
2008-07,22.093023255813954
2008-08,22.093023255813954
2008-09,30.23255813953488
2008-10,26.744186046511626
2008-11,31.3953488372093
2008-12,26.744186046511626
2009-01,23.25581395348837
2009-02,25.581395348837212
2009-03,29.069767441860467
2009-04,25.581395348837212
2009-05,27.906976744186046
2009-06,25.581395348837212
2009-07,22.093023255813954
2009-08,22.093023255813954
2009-09,22.093023255813954
2009-10,25.581395348837212
2009-11,27.906976744186046
2009-12,23.25581395348837
2010-01,26.744186046511626
2010-02,26.744186046511626
2010-03,25.581395348837212
2010-04,20.930232558139537
2010-05,23.25581395348837
2010-06,23.25581395348837
2010-07,17.441860465116278
2010-08,17.441860465116278
2010-09,17.441860465116278
2010-10,20.930232558139537
2010-11,25.581395348837212
2010-12,16.27906976744186
2011-01,16.27906976744186
2011-02,18.6046511627907
2011-03,23.25581395348837
2011-04,23.25581395348837
2011-05,22.093023255813954
2011-06,16.27906976744186
2011-07,13.953488372093023
2011-08,12.790697674418606
2011-09,17.441860465116278
2011-10,22.093023255813954
2011-11,23.25581395348837
2011-12,15.11627906976744
2012-01,15.11627906976744
2012-02,20.930232558139537
2012-03,19.767441860465116
2012-04,19.767441860465116
2012-05,17.441860465116278
2012-06,17.441860465116278
2012-07,10.465116279069768
2012-08,9.30232558139535
