Date,Competencias Centrales
1961-08,0.0
1961-09,0.0
1961-10,0.0
1961-11,0.0
1961-12,0.0
1962-01,0.0
1962-02,0.0
1962-03,0.0
1962-04,0.0
1962-05,0.0
1962-06,0.0
1962-07,0.0
1962-08,0.0
1962-09,0.0
1962-10,0.0
1962-11,0.0
1962-12,0.0
1963-01,0.0
1963-02,0.0
1963-03,0.0
1963-04,0.0
1963-05,0.0
1963-06,0.0
1963-07,0.0
1963-08,0.0
1963-09,0.0
1963-10,0.0
1963-11,0.0
1963-12,0.0
1964-01,0.0
1964-02,0.0
1964-03,0.0
1964-04,0.0
1964-05,0.0
1964-06,0.0
1964-07,0.0
1964-08,0.0
1964-09,0.0
1964-10,0.0
1964-11,0.0
1964-12,0.0
1965-01,0.0
1965-02,0.0
1965-03,0.0
1965-04,0.0
1965-05,0.0
1965-06,0.0
1965-07,0.0
1965-08,0.0
1965-09,0.0
1965-10,0.0
1965-11,0.0
1965-12,0.0
1966-01,0.0
1966-02,0.0
1966-03,0.0
1966-04,0.0
1966-05,0.0
1966-06,0.0
1966-07,0.0
1966-08,0.0
1966-09,0.0
1966-10,0.0
1966-11,0.0
1966-12,0.0
1967-01,0.0
1967-02,0.0
1967-03,0.0
1967-04,0.0
1967-05,0.0
1967-06,0.0
1967-07,0.0
1967-08,0.0
1967-09,0.0
1967-10,0.0
1967-11,0.0
1967-12,0.0
1968-01,0.0
1968-02,0.0
1968-03,0.0
1968-04,0.0
1968-05,0.0
1968-06,0.0
1968-07,0.0
1968-08,0.0
1968-09,0.0
1968-10,0.0
1968-11,0.0
1968-12,0.0
1969-01,0.0
1969-02,0.0
1969-03,0.0
1969-04,0.0
1969-05,0.0
1969-06,0.0
1969-07,0.0
1969-08,0.0
1969-09,0.0
1969-10,0.0
1969-11,0.0
1969-12,0.0
1970-01,7.492836676217765
1970-02,0.0
1970-03,0.0
1970-04,0.0
1970-05,0.0
1970-06,0.0
1970-07,0.0
1970-08,0.0
1970-09,0.0
1970-10,0.0
1970-11,0.0
1970-12,0.0
1971-01,0.0
1971-02,0.0
1971-03,0.0
1971-04,0.0
1971-05,0.0
1971-06,0.0
1971-07,0.0
1971-08,0.0
1971-09,0.0
1971-10,0.0
1971-11,0.0
1971-12,0.0
1972-01,0.0
1972-02,0.0
1972-03,0.0
1972-04,0.0
1972-05,0.0
1972-06,0.0
1972-07,0.0
1972-08,0.0
1972-09,0.0
1972-10,0.0
1972-11,0.0
1972-12,0.0
1973-01,0.0
1973-02,0.0
1973-03,0.0
1973-04,0.0
1973-05,0.0
1973-06,0.0
1973-07,0.0
1973-08,0.0
1973-09,0.0
1973-10,0.0
1973-11,0.0
1973-12,0.0
1974-01,0.0
1974-02,0.0
1974-03,0.0
1974-04,0.0
1974-05,0.0
1974-06,0.0
1974-07,0.0
1974-08,0.0
1974-09,0.0
1974-10,0.0
1974-11,0.0
1974-12,0.0
1975-01,0.0
1975-02,0.0
1975-03,0.0
1975-04,0.0
1975-05,0.0
1975-06,0.0
1975-07,0.0
1975-08,0.0
1975-09,0.0
1975-10,0.0
1975-11,0.0
1975-12,0.0
1976-01,0.0
1976-02,0.0
1976-03,0.0
1976-04,0.0
1976-05,0.0
1976-06,38.25214899713467
1976-07,0.0
1976-08,0.0
1976-09,0.0
1976-10,0.0
1976-11,0.0
1976-12,0.0
1977-01,0.0
1977-02,0.0
1977-03,0.0
1977-04,0.0
1977-05,0.0
1977-06,0.0
1977-07,0.0
1977-08,0.0
1977-09,0.0
1977-10,0.0
1977-11,0.0
1977-12,0.0
1978-01,6.2464183381088825
1978-02,0.0
1978-03,0.0
1978-04,0.0
1978-05,39.68481375358166
1978-06,0.0
1978-07,0.0
1978-08,0.0
1978-09,0.0
1978-10,0.0
1978-11,0.0
1978-12,0.0
1979-01,17.908309455587393
1979-02,0.0
1979-03,0.0
1979-04,0.0
1979-05,0.0
1979-06,0.0
1979-07,0.0
1979-08,0.0
1979-09,0.0
1979-10,0.0
1979-11,0.0
1979-12,0.0
1980-01,0.0
1980-02,0.0
1980-03,0.0
1980-04,0.0
1980-05,0.0
1980-06,0.0
1980-07,0.0
1980-08,0.0
1980-09,0.0
1980-10,0.0
1980-11,0.0
1980-12,0.0
1981-01,0.0
1981-02,0.0
1981-03,0.0
1981-04,0.0
1981-05,0.0
1981-06,0.0
1981-07,0.0
1981-08,0.0
1981-09,0.0
1981-10,0.0
1981-11,0.0
1981-12,0.0
1982-01,0.0
1982-02,0.0
1982-03,0.0
1982-04,0.0
1982-05,0.0
1982-06,0.0
1982-07,0.0
1982-08,0.0
1982-09,0.0
1982-10,0.0
1982-11,0.0
1982-12,0.0
1983-01,0.0
1983-02,0.0
1983-03,0.0
1983-04,0.0
1983-05,0.0
1983-06,0.0
1983-07,0.0
1983-08,0.0
1983-09,0.0
1983-10,0.0
1983-11,33.5243553008596
1983-12,0.0
1984-01,0.0
1984-02,0.0
1984-03,0.0
1984-04,0.0
1984-05,0.0
1984-06,0.0
1984-07,0.0
1984-08,0.0
1984-09,0.0
1984-10,0.0
1984-11,0.0
1984-12,0.0
1985-01,0.0
1985-02,0.0
1985-03,0.0
1985-04,0.0
1985-05,0.0
1985-06,0.0
1985-07,0.0
1985-08,0.0
1985-09,0.0
1985-10,0.0
1985-11,0.0
1985-12,0.0
1986-01,0.0
1986-02,0.0
1986-03,0.0
1986-04,0.0
1986-05,0.0
1986-06,0.0
1986-07,0.0
1986-08,0.0
1986-09,0.0
1986-10,0.0
1986-11,0.0
1986-12,0.0
1987-01,0.0
1987-02,0.0
1987-03,0.0
1987-04,0.0
1987-05,0.0
1987-06,47.70773638968481
1987-07,0.0
1987-08,0.0
1987-09,0.0
1987-10,0.0
1987-11,0.0
1987-12,0.0
1988-01,0.0
1988-02,0.0
1988-03,0.0
1988-04,0.0
1988-05,0.0
1988-06,0.0
1988-07,0.0
1988-08,0.0
1988-09,0.0
1988-10,0.0
1988-11,0.0
1988-12,0.0
1989-01,0.0
1989-02,0.0
1989-03,0.0
1989-04,0.0
1989-05,0.0
1989-06,0.0
1989-07,0.0
1989-08,0.0
1989-09,0.0
1989-10,0.0
1989-11,0.0
1989-12,0.0
1990-01,0.0
1990-02,0.0
1990-03,0.0
1990-04,0.0
1990-05,0.0
1990-06,0.0
1990-07,0.0
1990-08,0.0
1990-09,0.0
1990-10,0.0
1990-11,49.4269340974212
1990-12,0.0
1991-01,0.0
1991-02,0.0
1991-03,0.0
1991-04,0.0
1991-05,0.0
1991-06,0.0
1991-07,21.060171919770774
1991-08,0.0
1991-09,0.0
1991-10,0.0
1991-11,0.0
1991-12,14.469914040114615
1992-01,3.30945558739255
1992-02,0.0
1992-03,0.0
1992-04,0.0
1992-05,0.0
1992-06,36.532951289398284
1992-07,0.0
1992-08,0.0
1992-09,0.0
1992-10,0.0
1992-11,0.0
1992-12,0.0
1993-01,0.0
1993-02,0.0
1993-03,0.0
1993-04,0.0
1993-05,0.0
1993-06,0.0
1993-07,0.0
1993-08,0.0
1993-09,0.0
1993-10,18.767908309455585
1993-11,20.916905444126073
1993-12,27.22063037249284
1994-01,3.2234957020057307
1994-02,0.0
1994-03,16.189111747851
1994-04,18.624641833810887
1994-05,0.0
1994-06,16.3323782234957
1994-07,0.0
1994-08,21.63323782234957
1994-09,0.0
1994-10,0.0
1994-11,0.0
1994-12,25.931232091690543
1995-01,0.0
1995-02,38.96848137535817
1995-03,0.0
1995-04,32.6647564469914
1995-05,0.0
1995-06,31.37535816618911
1995-07,17.0487106017192
1995-08,20.20057306590258
1995-09,15.18624641833811
1995-10,16.9054441260745
1995-11,18.48137535816619
1995-12,0.0
1996-01,14.89971346704871
1996-02,0.0
1996-03,14.613180515759314
1996-04,15.329512893982807
1996-05,0.0
1996-06,14.756446991404012
1996-07,33.2378223495702
1996-08,17.62177650429799
1996-09,14.613180515759314
1996-10,15.759312320916907
1996-11,0.0
1996-12,35.816618911174785
1997-01,8.710601719197708
1997-02,18.05157593123209
1997-03,29.083094555873927
1997-04,30.659025787965614
1997-05,0.0
1997-06,0.0
1997-07,0.0
1997-08,54.01146131805158
1997-09,26.934097421203436
1997-10,0.0
1997-11,34.38395415472779
1997-12,23.209169054441258
1998-01,13.968481375358166
1998-02,34.957020057306586
1998-03,14.111747851002864
1998-04,14.111747851002864
1998-05,0.0
1998-06,0.0
1998-07,15.329512893982807
1998-08,0.0
1998-09,26.361031518624646
1998-10,0.0
1998-11,0.0
1998-12,21.919770773638966
1999-01,22.349570200573066
1999-02,17.765042979942695
1999-03,0.0
1999-04,0.0
1999-05,30.37249283667622
1999-06,13.352435530085959
1999-07,15.18624641833811
1999-08,0.0
1999-09,38.96848137535817
1999-10,0.0
1999-11,0.0
1999-12,10.573065902578797
2000-01,16.7621776504298
2000-02,0.0
2000-03,100.0
2000-04,13.03724928366762
2000-05,0.0
2000-06,24.64183381088825
2000-07,13.853868194842406
2000-08,50.0
2000-09,12.234957020057308
2000-10,14.140401146131806
2000-11,29.656160458452717
2000-12,20.057306590257877
2001-01,6.9054441260744985
2001-02,0.0
2001-03,59.312320916905435
2001-04,36.24641833810888
2001-05,0.0
2001-06,23.49570200573066
2001-07,28.36676217765043
2001-08,15.042979942693407
2001-09,24.212034383954155
2001-10,0.0
2001-11,14.126074498567334
2001-12,9.641833810888253
2002-01,36.96275071633238
2002-02,0.0
2002-03,0.0
2002-04,12.449856733524355
2002-05,12.908309455587391
2002-06,23.78223495702006
2002-07,13.467048710601718
2002-08,14.326647564469914
2002-09,82.52148997134671
2002-10,12.492836676217765
2002-11,66.189111747851
2002-12,18.19484240687679
2003-01,23.35243553008596
2003-02,28.36676217765043
2003-03,20.916905444126073
2003-04,22.636103151862464
2003-05,24.49856733524355
2003-06,10.859598853868196
2003-07,0.0
2003-08,0.0
2003-09,36.532951289398284
2003-10,0.0
2003-11,13.151862464183381
2003-12,33.3810888252149
2004-01,20.34383954154728
2004-02,0.0
2004-03,18.624641833810887
2004-04,40.257879656160455
2004-05,31.37535816618911
2004-06,53.29512893982808
2004-07,19.054441260744987
2004-08,11.117478510028652
2004-09,8.366762177650429
2004-10,8.48137535816619
2004-11,32.808022922636106
2004-12,23.35243553008596
2005-01,23.35243553008596
2005-02,24.068767908309457
2005-03,27.936962750716333
2005-04,27.363896848137536
2005-05,0.0
2005-06,42.693409742120345
2005-07,30.37249283667622
2005-08,0.0
2005-09,35.38681948424069
2005-10,18.767908309455585
2005-11,40.97421203438395
2005-12,29.22636103151863
2006-01,29.22636103151863
2006-02,10.787965616045843
2006-03,57.02005730659025
2006-04,27.650429799426934
2006-05,18.624641833810887
2006-06,31.23209169054441
2006-07,18.48137535816619
2006-08,38.108882521489974
2006-09,15.616045845272206
2006-10,7.936962750716332
2006-11,17.0487106017192
2006-12,0.0
2007-01,27.22063037249284
2007-02,19.91404011461318
2007-03,22.206303724928368
2007-04,7.707736389684813
2007-05,16.7621776504298
2007-06,54.87106017191977
2007-07,43.553008595988544
2007-08,53.58166189111747
2007-09,21.060171919770774
2007-10,22.492836676217763
2007-11,16.475644699140403
2007-12,3.8538681948424065
2008-01,28.510028653295127
2008-02,0.0
2008-03,20.34383954154728
2008-04,7.3352435530085955
2008-05,29.512893982808023
2008-06,13.61031518624642
2008-07,38.53868194842407
2008-08,23.35243553008596
2008-09,66.9054441260745
2008-10,68.33810888252148
2008-11,16.189111747851
2008-12,52.14899713467048
2009-01,32.808022922636106
2009-02,40.68767908309456
2009-03,28.08022922636103
2009-04,43.98280802292263
2009-05,28.36676217765043
2009-06,48.567335243553
2009-07,34.240687679083095
2009-08,0.0
2009-09,92.55014326647564
2009-10,37.67908309455587
2009-11,58.88252148997134
2009-12,36.10315186246418
2010-01,32.5214899713467
2010-02,8.16618911174785
2010-03,12.163323782234956
2010-04,50.0
2010-05,60.02865329512894
2010-06,16.9054441260745
2010-07,20.057306590257877
2010-08,55.873925501432666
2010-09,23.78223495702006
2010-10,42.40687679083094
2010-11,57.87965616045846
2010-12,38.108882521489974
2011-01,39.541547277936964
2011-02,21.776504297994272
2011-03,52.865329512893986
2011-04,24.355300859598852
2011-05,99.14040114613181
2011-06,26.64756446991404
2011-07,70.05730659025788
2011-08,58.30945558739254
2011-09,61.891117478510026
2011-10,6.747851002865329
2011-11,17.765042979942695
2011-12,13.438395415472778
2012-01,40.83094555873926
2012-02,12.793696275071634
2012-03,42.83667621776504
2012-04,40.114613180515754
2012-05,15.902578796561606
2012-06,25.07163323782235
2012-07,22.636103151862464
2012-08,50.1432664756447
2012-09,20.34383954154728
2012-10,41.117478510028654
2012-11,60.60171919770774
2012-12,28.796561604584525
2013-01,34.0974212034384
2013-02,69.91404011461317
2013-03,35.24355300859598
2013-04,45.41547277936962
2013-05,37.53581661891117
2013-06,24.212034383954155
2013-07,78.65329512893983
2013-08,34.813753581661885
2013-09,27.650429799426934
2013-10,48.280802292263616
2013-11,60.458452722063036
2013-12,35.53008595988539
2014-01,27.793696275071632
2014-02,24.068767908309457
2014-03,30.37249283667622
2014-04,38.39541547277937
2014-05,30.229226361031518
2014-06,18.05157593123209
2014-07,45.12893982808023
2014-08,27.363896848137536
2014-09,34.38395415472779
2014-10,22.349570200573066
2014-11,30.085959885386814
2014-12,18.48137535816619
2015-01,29.656160458452717
2015-02,12.378223495702006
2015-03,72.20630372492836
2015-04,42.26361031518625
2015-05,44.55587392550143
2015-06,51.719197707736384
2015-07,29.942693409742116
2015-08,31.518624641833814
2015-09,42.12034383954155
2015-10,39.11174785100286
2015-11,32.378223495702
2015-12,47.56446991404012
2016-01,31.518624641833814
2016-02,47.99426934097421
2016-03,29.22636103151863
2016-04,28.08022922636103
2016-05,31.94842406876791
2016-06,44.12607449856733
2016-07,31.37535816618911
2016-08,39.25501432664756
2016-09,38.25214899713467
2016-10,27.507163323782237
2016-11,26.361031518624646
2016-12,52.43553008595988
2017-01,33.3810888252149
2017-02,36.10315186246418
2017-03,39.25501432664756
2017-04,73.63896848137536
2017-05,36.81948424068768
2017-06,26.361031518624646
2017-07,39.97134670487106
2017-08,47.85100286532951
2017-09,76.64756446991403
2017-10,44.84240687679083
2017-11,58.595988538681944
2017-12,26.64756446991404
2018-01,38.825214899713465
2018-02,33.810888252149
2018-03,41.117478510028654
2018-04,51.57593123209169
2018-05,14.756446991404012
2018-06,43.69627507163324
2018-07,11.246418338108882
2018-08,53.00859598853869
2018-09,27.22063037249284
2018-10,43.83954154727793
2018-11,32.5214899713467
2018-12,50.429799426934096
2019-01,42.26361031518625
2019-02,25.931232091690543
2019-03,26.790830945558735
2019-04,47.99426934097421
2019-05,37.249283667621775
2019-06,48.567335243553
2019-07,26.07449856733524
2019-08,29.512893982808023
2019-09,38.53868194842407
2019-10,21.346704871060172
2019-11,22.206303724928368
2019-12,39.82808022922636
2020-01,25.644699140401144
2020-02,11.232091690544411
2020-03,39.39828080229226
2020-04,24.785100286532952
2020-05,49.570200573065904
2020-06,30.659025787965614
2020-07,26.64756446991404
2020-08,36.24641833810888
2020-09,57.87965616045846
2020-10,53.15186246418339
2020-11,18.48137535816619
2020-12,33.5243553008596
2021-01,33.0945558739255
2021-02,45.27220630372493
2021-03,24.212034383954155
2021-04,32.09169054441261
2021-05,28.08022922636103
2021-06,56.16045845272206
2021-07,23.065902578796564
2021-08,43.553008595988544
2021-09,52.865329512893986
2021-10,45.98853868194843
2021-11,24.49856733524355
2021-12,44.985673352435526
2022-01,34.38395415472779
2022-02,23.925501432664756
2022-03,20.630372492836678
2022-04,41.690544412607444
2022-05,36.81948424068768
2022-06,35.673352435530084
2022-07,54.58452722063038
2022-08,44.26934097421203
2022-09,46.418338108882516
2022-10,39.82808022922636
2022-11,32.6647564469914
2022-12,25.931232091690543
2023-01,38.96848137535817
2023-02,32.95128939828081
2023-03,8.352435530085959
2023-04,44.412607449856736
2023-05,31.23209169054441
2023-06,44.55587392550143
2023-07,35.10028653295129
2023-08,59.16905444126075
2023-09,55.730659025787965
2023-10,54.87106017191977
2023-11,30.945558739255013
2023-12,39.25501432664756
2024-01,65.4727793696275
2024-02,44.55587392550143
2024-03,33.0945558739255
2024-04,48.280802292263616
2024-05,44.985673352435526
2024-06,35.53008595988539
2024-07,51.57593123209169
2024-08,41.260744985673355
2024-09,33.5243553008596
2024-10,51.00286532951289
2024-11,51.43266475644699
2024-12,46.418338108882516
