Month,Lealtad del Cliente
2004-01,72.72727272727273
2004-02,74.24242424242425
2004-03,100.0
2004-04,80.3030303030303
2004-05,80.3030303030303
2004-06,89.39393939393939
2004-07,68.18181818181817
2004-08,75.75757575757575
2004-09,63.63636363636363
2004-10,65.15151515151516
2004-11,83.33333333333334
2004-12,53.03030303030303
2005-01,57.57575757575758
2005-02,63.63636363636363
2005-03,66.66666666666666
2005-04,57.57575757575758
2005-05,51.515151515151516
2005-06,34.84848484848485
2005-07,28.78787878787879
2005-08,40.909090909090914
2005-09,42.42424242424242
2005-10,60.60606060606061
2005-11,53.03030303030303
2005-12,31.818181818181817
2006-01,37.878787878787875
2006-02,37.878787878787875
2006-03,42.42424242424242
2006-04,37.878787878787875
2006-05,40.909090909090914
2006-06,36.36363636363637
2006-07,34.84848484848485
2006-08,24.242424242424242
2006-09,34.84848484848485
2006-10,27.27272727272727
2006-11,31.818181818181817
2006-12,25.757575757575758
2007-01,21.21212121212121
2007-02,30.303030303030305
2007-03,34.84848484848485
2007-04,28.78787878787879
2007-05,33.33333333333333
2007-06,16.666666666666664
2007-07,18.181818181818183
2007-08,18.181818181818183
2007-09,18.181818181818183
2007-10,22.727272727272727
2007-11,25.757575757575758
2007-12,10.606060606060606
2008-01,16.666666666666664
2008-02,24.242424242424242
2008-03,27.27272727272727
2008-04,30.303030303030305
2008-05,13.636363636363635
2008-06,10.606060606060606
2008-07,7.575757575757576
2008-08,12.121212121212121
2008-09,12.121212121212121
2008-10,15.151515151515152
2008-11,15.151515151515152
2008-12,4.545454545454546
2009-01,7.575757575757576
2009-02,18.181818181818183
2009-03,16.666666666666664
2009-04,22.727272727272727
2009-05,15.151515151515152
2009-06,10.606060606060606
2009-07,10.606060606060606
2009-08,7.575757575757576
2009-09,10.606060606060606
2009-10,18.181818181818183
2009-11,22.727272727272727
2009-12,3.0303030303030303
2010-01,12.121212121212121
2010-02,18.181818181818183
2010-03,21.21212121212121
2010-04,18.181818181818183
2010-05,18.181818181818183
2010-06,12.121212121212121
2010-07,3.0303030303030303
2010-08,9.090909090909092
2010-09,12.121212121212121
2010-10,15.151515151515152
2010-11,9.090909090909092
2010-12,3.0303030303030303
2011-01,10.606060606060606
2011-02,12.121212121212121
2011-03,18.181818181818183
2011-04,10.606060606060606
2011-05,9.090909090909092
2011-06,6.0606060606060606
2011-07,3.0303030303030303
2011-08,6.0606060606060606
2011-09,10.606060606060606
2011-10,16.666666666666664
2011-11,16.666666666666664
