file_path,title,alternative_title,author_name_1,author_affiliation_1,author_orcid_1,author_name_2,author_affiliation_2,author_orcid_2,description,publication_date,publisher,doi,keywords,license,access_right,embargo_date,upload_type,publication_type,status,generated_doi,rights,language,additional_titles,related_identifiers,code_repository,programming_language,development_status
data/documents/Informe_01-GT.pdf,Reingeniería de Procesos - Google Trends Analysis,Google Trends Search Trend Analysis for Reingeniería de Procesos,"Anez, Diomar",Solidum Producciones,0000-0002-7925-5078,"Anez, Dimar",Wise Connex,0009-0001-5386-2689,"This study challenges the conventional dichotomy of management concepts as either transient fashions or enduring principles by examining the lifecycle of Business Process Reengineering (BPR). Employing a longitudinal time-series analysis of Google Trends data spanning over two decades, we investigate the trajectory of BPR's public salience. The research methodology utilizes a single-source, quantitative approach to model the tool's evolutionary dynamics. Statistical techniques include descriptive analysis, moving averages, and the application of specialized indicators such as the Moving Average Smoothed Trend (MAST) and the Normalized Annual Deviation Trend (NADT) to assess long-term directional changes and volatility. Our findings reveal that BPR does not conform to a typical short-cycle management fashion. Instead, it exhibits a pattern of protracted structural decline following a peak in 2004, indicative of paradigm obsolescence. The analysis confirms an overwhelming, non-stationary downward trend, directly correlated with the ascendancy of Agile methodologies and digital transformation. Furthermore, we identify a dominant five-year cycle, suggesting periodic ""echoes"" of interest aligned with strategic planning horizons, alongside weaker annual seasonality linked to academic and business calendars. This research contributes a nuanced ""paradigm obsolescence"" model to management theory, where a tool's core tenets are subsumed by successor frameworks while its original identity fades into a niche application. For practitioners, these findings underscore the critical need to evaluate the contextual relevance of management tools and adapt their underlying principles within contemporary operational paradigms. The study also validates Google Trends as a robust proxy for tracking the lifecycle of management ideas.",2025-03,Solidum Producciones,10.5281/zenodo.15339083,"Business Process Reengineering (BPR), Management Fashion Theory, Paradigm Obsolescence, Management Tool Lifecycle, Google Trends, Time-Series Analysis, Longitudinal Study, Quantitative Analysis, Non-Stationary Trend, Cyclical Pattern Analysis, Seasonality Analysis, Moving Average Smoothed Trend (MAST), Normalized Annual Deviation Trend (NADT), Digital Transformation, Agile Methodologies, Public Salience, Niche Application, Strategic Planning Cycles, Management Science, Single-Source Methodology",cc-by-nc-4.0,open,,publication,book,pending,,"© 2025, Diomar G. Añez B., y Dimar J. Añez B.",spa,"[{""title"": ""Google Trends Search Trend Analysis for Reingenier\u00eda de Procesos"", ""type"": ""alternative-title"", ""lang"": ""eng""}]","[{""identifier"": ""https://dataverse.harvard.edu/dataverse/management-fads"", ""relation"": ""isDocumentedBy"", ""scheme"": ""url"", ""resource_type"": ""dataset""}]",https://github.com/Wise-Connex/Management-Tools-Analysis.git,Python,Active
data/documents/Informe_02-GT.pdf,Gestión de la Cadena de Suministro - Google Trends Analysis,Google Trends Search Trend Analysis for Gestión de la Cadena de Suministro,"Anez, Diomar",Solidum Producciones,0000-0002-7925-5078,"Anez, Dimar",Wise Connex,0009-0001-5386-2689,"This study investigates the long-term evolutionary dynamics of Supply Chain Management (SCM) to empirically test its characterization as a management practice, challenging the prevailing ""management fad"" narrative. Utilizing a single-source, longitudinal research design, we analyze two decades of public interest data (January 2004–December 2023) from Google Trends, which serves as a robust proxy for collective attention and perceived relevance. The methodological framework employs a multi-layered time-series analysis, incorporating descriptive statistics, Normalized Annual Deviation Trend (NADT), and Moving Average Smoothed Trend (MAST) to identify secular trends. Furthermore, cyclical and seasonal decomposition techniques are applied to uncover underlying periodicities. Our findings overwhelmingly refute the management fad hypothesis. Instead of a rapid rise-and-fall pattern, SCM exhibits a sustained, two-decade upward trend in relevance, punctuated by significant spikes corresponding to major exogenous shocks such as global crises. The analysis reveals strong, predictable multi-year cycles of approximately 10 and 6.7 years, alongside a consistent annual seasonality aligned with business and academic calendars. This research contributes to management theory by demonstrating that SCM’s trajectory is not ephemeral but a complex interplay of a secular growth trend, crisis-driven reinforcement, and predictable endogenous cycles, indicating deep institutionalization. For practitioners, these findings underscore that investment in SCM capabilities is a strategic imperative, and an understanding of its predictable cycles offers significant advantages for long-range planning and resource allocation. The discipline’s proven resilience and consolidation as a core business function confirm its status as a fundamental and enduring pillar of modern management.",2025-03,Solidum Producciones,10.5281/zenodo.15339085,"Supply Chain Management, Google Trends, Time-Series Analysis, Management Fads, Longitudinal Study, Trend Analysis, Cyclical Decomposition, Seasonality, Institutionalization Theory, Organizational Resilience, Strategic Management, Proxy Data, Exogenous Shocks, Predictive Modeling, Single-Source Methodology, Quantitative Analysis, Digital Trace Data, Moving Average Smoothed Trend (MAST), Normalized Annual Deviation Trend (NADT), Management Science",cc-by-nc-4.0,open,,publication,book,pending,,"© 2025, Diomar G. Añez B., y Dimar J. Añez B.",spa,"[{""title"": ""Google Trends Search Trend Analysis for Gesti\u00f3n de la Cadena de Suministro"", ""type"": ""alternative-title"", ""lang"": ""eng""}]","[{""identifier"": ""https://dataverse.harvard.edu/dataverse/management-fads"", ""relation"": ""isDocumentedBy"", ""scheme"": ""url"", ""resource_type"": ""dataset""}]",https://github.com/Wise-Connex/Management-Tools-Analysis.git,Python,Active
data/documents/Informe_03-GT.pdf,Planificación de Escenarios - Google Trends Analysis,Google Trends Search Trend Analysis for Planificación de Escenarios,"Anez, Diomar",Solidum Producciones,0000-0002-7925-5078,"Anez, Dimar",Wise Connex,0009-0001-5386-2689,"This study employs a longitudinal, single-source methodology to dissect the temporal dynamics of Scenario Planning, challenging the conventional management fad lifecycle paradigm. Utilizing two decades of Google Trends search query data (2004-2023) as a high-frequency proxy for public and professional interest, the research applies a multi-faceted time-series analysis. This includes descriptive statistical profiling, trend decomposition to isolate seasonal and cyclical components, and inflection point analysis to correlate interest surges with exogenous shocks such as economic crises and geopolitical events. The study explicitly tests the hypothesis of a classic boom-and-bust cycle characteristic of management fads against alternative models of institutionalized persistence and cyclical resurgence. Findings reveal that Scenario Planning's trajectory deviates significantly from a typical fad. Following an initial interest peak in 2004-2005, the tool did not decline into obsolescence but transitioned into a phase of resilient stability. The analysis uncovers dominant multi-year cycles (5-10 years) and a consistent annual seasonality aligned with corporate strategic planning calendars. Crucially, its relevance pulsates in response to macroeconomic and technological uncertainty, demonstrating its dual function as both a routine strategic tool and a reactive crisis-management mechanism. Theoretically, this research contributes a model of ""cyclical resilience"" as an alternative to the transient fad framework for complex, uncertainty-oriented management practices. It also validates the utility of digital search data for monitoring the discursive prominence of management tools. Practically, the findings inform executives that Scenario Planning is an enduring practice whose strategic value is amplified during periods of disruption.",2025-03,Solidum Producciones,10.5281/zenodo.15339087,"Scenario Planning, Google Trends, Time-Series Analysis, Management Fads, Longitudinal Study, Institutionalization, Cyclical Resilience, Strategic Foresight, Trend Decomposition, Seasonality Analysis, Digital Trace Data, Search Query Data, Management Fashion Theory, Discursive Prominence, Inflection Point Analysis, Single-Source Methodology, Crisis Management, Strategic Planning Cycles, Tool Adoption Dynamics, Quantitative Management History",cc-by-nc-4.0,open,,publication,book,pending,,"© 2025, Diomar G. Añez B., y Dimar J. Añez B.",spa,"[{""title"": ""Google Trends Search Trend Analysis for Planificaci\u00f3n de Escenarios"", ""type"": ""alternative-title"", ""lang"": ""eng""}]","[{""identifier"": ""https://dataverse.harvard.edu/dataverse/management-fads"", ""relation"": ""isDocumentedBy"", ""scheme"": ""url"", ""resource_type"": ""dataset""}]",https://github.com/Wise-Connex/Management-Tools-Analysis.git,Python,Active
data/documents/Informe_04-GT.pdf,Planificación Estratégica - Google Trends Analysis,Google Trends Search Trend Analysis for Planificación Estratégica,"Anez, Diomar",Solidum Producciones,0000-0002-7925-5078,"Anez, Dimar",Wise Connex,0009-0001-5386-2689,"This study investigates the longitudinal trajectory of public interest in Strategic Planning to ascertain whether its evolution aligns with the ephemeral lifecycle of a management fad or a more enduring pattern of institutionalization. Utilizing a 20-year time-series dataset (2004–2024) derived from Google Trends, this research employs a quantitative analytical framework to model the tool's dynamics. The methodology integrates descriptive statistics, inflection point analysis, and trend decomposition using indicators such as Moving Average Smoothed Trend (MAST) and Normalized Annual Deviation Trend (NADT) to dissect long-term, cyclical, and seasonal patterns. Findings reveal that interest in Strategic Planning peaked circa 2004 before entering a gradual, two-decade decline, a trajectory inconsistent with the abrupt rise-and-fall characteristic of management fashions. Predictive models forecast an imminent stabilization of this interest. The analysis uncovers a complex superposition of temporalities: a highly regular annual cycle synchronized with corporate and academic calendars, and powerful long-wave cycles of 10-20 years influenced by macroeconomic and technological shifts. Theoretically, this research challenges conventional management fashion theory by proposing a ""maturation-to-consolidation"" pathway for foundational management practices. We conclude that Strategic Planning has not become obsolete but has transformed from a high-notoriety buzzword into an institutionalized, taken-for-granted cornerstone of organizational practice. This study demonstrates the utility of digital trace data in mapping the complex, multi-cyclical evolution of management concepts, offering practitioners a framework for anticipating shifts in managerial priorities.",2025-03,Solidum Producciones,10.5281/zenodo.15339091,"Strategic Planning, Management Fashion Theory, Google Trends, Time-Series Analysis, Longitudinal Study, Institutionalization, Management Tools, Trend Analysis, Cyclical Patterns, Digital Trace Data, Search Volume Index, Inflection Point Analysis, Management Innovation, Tool Longevity, Predictive Modeling, Moving Average Smoothing, Seasonal Decomposition, Management Science, Organizational Calendars, Scholarly Publishing",cc-by-nc-4.0,open,,publication,book,pending,,"© 2025, Diomar G. Añez B., y Dimar J. Añez B.",spa,"[{""title"": ""Google Trends Search Trend Analysis for Planificaci\u00f3n Estrat\u00e9gica"", ""type"": ""alternative-title"", ""lang"": ""eng""}]","[{""identifier"": ""https://dataverse.harvard.edu/dataverse/management-fads"", ""relation"": ""isDocumentedBy"", ""scheme"": ""url"", ""resource_type"": ""dataset""}]",https://github.com/Wise-Connex/Management-Tools-Analysis.git,Python,Active
data/documents/Informe_05-GT.pdf,Experiencia del Cliente - Google Trends Analysis,Google Trends Search Trend Analysis for Experiencia del Cliente,"Anez, Diomar",Solidum Producciones,0000-0002-7925-5078,"Anez, Dimar",Wise Connex,0009-0001-5386-2689,"This study conducts a rigorous longitudinal analysis of the management concept 'Customer Experience' (CX) over a 20-year period, utilizing public search interest data from Google Trends as a proxy for its notional lifecycle. The research employs a multifaceted statistical methodology, including descriptive analytics, trend decomposition using Normalized Annual Deviation Trend (NADT) and Moving Average Smoothed Trend (MAST), and spectral analysis to identify cyclical components. Predictive models are subsequently developed to forecast the concept's future stability and institutionalization. Findings reveal that CX does not follow a classic, ephemeral management fad trajectory. Instead, it exhibits a ""transformed fad"" pattern, characterized by an initial peak of inflated expectations around 2004 followed by a sustained period of institutionalization rather than obsolescence. The analysis uncovers a strong and consistent annual seasonal cycle, with interest peaking in the first quarter, indicating its integration into annual business planning rhythms. Furthermore, the identification of powerful pluriannual cycles of 10 and 6.7 years suggests that the relevance of CX is deeply intertwined with broader macroeconomic and technological waves. Theoretically, this study contributes the ""transformed fad"" as a nuanced lifecycle model, moving beyond the traditional dichotomy of transient fads versus enduring management principles. For practitioners, these findings provide a strategic framework for anticipating fluctuations in attention, enabling better timing for CX-related initiatives and investments by aligning organizational strategy with the concept's mature, institutionalized rhythm.",2025-03,Solidum Producciones,10.5281/zenodo.15339093,"Customer Experience (CX), Management Fads, Institutionalization, Google Trends, Time-Series Analysis, Longitudinal Study, Cycle Analysis, Spectral Analysis, Predictive Modeling, Trend Decomposition, Seasonality, Pluriannual Cycles, Hype Cycle, Transformed Fad, Public Interest Data, Management Tool Lifecycle, Strategic Management, Quantitative Analysis, Inflection Point Analysis, Search Volume Dynamics",cc-by-nc-4.0,open,,publication,book,pending,,"© 2025, Diomar G. Añez B., y Dimar J. Añez B.",spa,"[{""title"": ""Google Trends Search Trend Analysis for Experiencia del Cliente"", ""type"": ""alternative-title"", ""lang"": ""eng""}]","[{""identifier"": ""https://dataverse.harvard.edu/dataverse/management-fads"", ""relation"": ""isDocumentedBy"", ""scheme"": ""url"", ""resource_type"": ""dataset""}]",https://github.com/Wise-Connex/Management-Tools-Analysis.git,Python,Active
data/documents/Informe_06-GT.pdf,Calidad Total - Google Trends Analysis,Google Trends Search Trend Analysis for Calidad Total,"Anez, Diomar",Solidum Producciones,0000-0002-7925-5078,"Anez, Dimar",Wise Connex,0009-0001-5386-2689,"This study investigates the lifecycle dynamics of Total Quality Management (TQM) to resolve the debate surrounding its alleged obsolescence versus its persistence as an institutionalized practice. Utilizing a single-source, longitudinal methodology, we analyze global public search interest data from Google Trends for the term ""Total Quality Management"" from January 2004 to the present. The research employs a multi-faceted quantitative approach, including time-series decomposition to identify secular trends, seasonality, and cyclical components; Autoregressive Integrated Moving Average (ARIMA) modeling to forecast future interest trajectories; and spectral analysis to uncover dominant long-term periodicities. Our findings reveal that while public interest in TQM peaked in 2004 and subsequently declined, it has stabilized into a mature phase rather than disappearing, definitively refuting the management fad hypothesis. ARIMA forecasts predict sustained low-level relevance, not extinction. Spectral analysis uncovers potent, non-obvious multi-year cycles of 10 and 6.7 years, indicating periodic rediscovery and renewed relevance. This research contributes to management science literature by proposing a ""Strategic Erosion"" lifecycle model, where a tool transitions from a high-profile innovation to a foundational, institutionalized practice. Practically, our results caution managers against prematurely abandoning mature methodologies, highlighting their enduring, albeit less visible, value as a bedrock for contemporary management systems. This analysis demonstrates the utility of digital trace data in rigorously mapping the complex evolution of management ideas.",2025-03,Solidum Producciones,10.5281/zenodo.15339095,"Total Quality Management (TQM), Management Fashion, Google Trends, Time-Series Analysis, ARIMA Forecasting, Spectral Analysis, Longitudinal Study, Institutionalization Theory, Management Innovation Lifecycle, Digital Trace Data, Search Volume Index, Cyclical Patterns, Seasonality Analysis, Strategic Erosion, Foundational Practices, Public Attention Dynamics, Single-Source Methodology, Quantitative Research, Predictive Modeling, Management Science",cc-by-nc-4.0,open,,publication,book,pending,,"© 2025, Diomar G. Añez B., y Dimar J. Añez B.",spa,"[{""title"": ""Google Trends Search Trend Analysis for Calidad Total"", ""type"": ""alternative-title"", ""lang"": ""eng""}]","[{""identifier"": ""https://dataverse.harvard.edu/dataverse/management-fads"", ""relation"": ""isDocumentedBy"", ""scheme"": ""url"", ""resource_type"": ""dataset""}]",https://github.com/Wise-Connex/Management-Tools-Analysis.git,Python,Active
data/documents/Informe_07-GT.pdf,Propósito y Visión - Google Trends Analysis,Google Trends Search Trend Analysis for Propósito y Visión,"Anez, Diomar",Solidum Producciones,0000-0002-7925-5078,"Anez, Dimar",Wise Connex,0009-0001-5386-2689,"This study investigates the longitudinal trajectory of the management concept ""Purpose and Vision"" to challenge the prevailing narrative of its decline and differentiate it from ephemeral management fads. Employing a single-source quantitative methodology, we analyze a 20-year time series (2004–2024) of public interest data extracted from Google Trends. The analysis utilizes time-series decomposition, spectral analysis, and predictive modeling to identify underlying structural patterns, cyclicality, and inflection points. Our findings reveal that the concept experienced a peak in public salience circa 2004, followed by a protracted, gradual decline. Crucially, this trajectory does not conform to the classic boom-and-bust cycle characteristic of management fashions. Instead, the data exhibit a dominant, long-term cycle of approximately 6.7 years, strongly correlated with macroeconomic rhythms, and a consistent, albeit weak, annual seasonality aligned with autumnal strategic planning cycles. Predictive models forecast a stabilization of interest at a low but persistent baseline. We argue that this pattern is indicative of institutionalization, not obsolescence. The diminishing public discourse signifies the concept's transition from a novel ""hot topic"" to a deeply embedded, fundamental component of strategic management. This research contributes a nuanced empirical framework for analyzing the lifecycle of management ideas using digital trace data and posits that declining public attention can signal successful integration into core organizational practice rather than irrelevance. For practitioners, these findings underscore the enduring value of Purpose and Vision and highlight predictable windows for its strategic re-engagement.",2025-03,Solidum Producciones,10.5281/zenodo.15339097,"Purpose and Vision, Management Fads, Institutionalization, Google Trends, Time-Series Analysis, Longitudinal Study, Cyclicality, Seasonality, Spectral Analysis, Time-Series Decomposition, Predictive Modeling, Inflection Point Analysis, Management Science, Strategic Management, Digital Trace Data, Quantitative Analysis, Concept Lifecycle, Organizational Strategy, Management Fashion Theory, Single-Source Methodology",cc-by-nc-4.0,open,,publication,book,pending,,"© 2025, Diomar G. Añez B., y Dimar J. Añez B.",spa,"[{""title"": ""Google Trends Search Trend Analysis for Prop\u00f3sito y Visi\u00f3n"", ""type"": ""alternative-title"", ""lang"": ""eng""}]","[{""identifier"": ""https://dataverse.harvard.edu/dataverse/management-fads"", ""relation"": ""isDocumentedBy"", ""scheme"": ""url"", ""resource_type"": ""dataset""}]",https://github.com/Wise-Connex/Management-Tools-Analysis.git,Python,Active
data/documents/Informe_08-GT.pdf,Benchmarking - Google Trends Analysis,Google Trends Search Trend Analysis for Benchmarking,"Anez, Diomar",Solidum Producciones,0000-0002-7925-5078,"Anez, Dimar",Wise Connex,0009-0001-5386-2689,"This study investigates the long-term trajectory of benchmarking to challenge its classification as a transient management fashion. Employing a quantitative, longitudinal research design, we analyze 20 years of monthly Google Trends data (2004-present) as a proxy for public salience and discourse surrounding the tool. The analytical methodology integrates time-series decomposition to isolate trend, seasonal, and residual components; spectral analysis to identify dominant periodicities; and segmented descriptive statistics to evaluate stability across different temporal horizons. Our findings reveal that, contrary to the management fashion hypothesis, interest in benchmarking has not followed a pattern of rapid decline into obsolescence. After a peak pre-2007, search activity stabilized at a consistent, albeit modest, level, indicating a transition from a popular innovation to an institutionalized practice. The time series is characterized by powerful, non-random multi-year cycles (10 and 6.7 years), suggesting its relevance is periodically reactivated by super-cycles in the macroeconomic and technological environment. This research contributes to management science by demonstrating that declining public attention, as measured by digital trace data, can signify institutionalization rather than obsolescence. We propose a model of tool evolution where relevance is cyclical and pulsed, not linear. For practitioners, the results affirm benchmarking’s enduring value as a core management doctrine whose application evolves in sophistication, rather than a novel concept to be discarded.",2025-03,Solidum Producciones,10.5281/zenodo.15339099,"Benchmarking, Management Fashion, Institutionalization Theory, Management Tool Life Cycle, Google Trends, Time-Series Analysis, Longitudinal Study, Digital Trace Data, Spectral Analysis, Trend Decomposition, Cyclical Patterns, Public Interest, Search Query Data, Quantitative Methodology, Predictive Modeling, Inflection Points, Managerial Orthodoxy, Tool Obsolescence, Economic Cycles, Technological Waves",cc-by-nc-4.0,open,,publication,book,pending,,"© 2025, Diomar G. Añez B., y Dimar J. Añez B.",spa,"[{""title"": ""Google Trends Search Trend Analysis for Benchmarking"", ""type"": ""alternative-title"", ""lang"": ""eng""}]","[{""identifier"": ""https://dataverse.harvard.edu/dataverse/management-fads"", ""relation"": ""isDocumentedBy"", ""scheme"": ""url"", ""resource_type"": ""dataset""}]",https://github.com/Wise-Connex/Management-Tools-Analysis.git,Python,Active
data/documents/Informe_09-GT.pdf,Competencias Centrales - Google Trends Analysis,Google Trends Search Trend Analysis for Competencias Centrales,"Anez, Diomar",Solidum Producciones,0000-0002-7925-5078,"Anez, Dimar",Wise Connex,0009-0001-5386-2689,"This study investigates the longitudinal dynamics of the ""Core Competencies"" doctrine, challenging its classification as a transient management fad. Employing a quantitative, single-source methodology, we analyze a 20-year time series (January 2004–December 2023) of public interest data from Google Trends. The analytical framework integrates descriptive statistics, segmented temporal analysis, and advanced time-series modeling, including Autoregressive Integrated Moving Average (ARIMA) forecasting and cyclical pattern detection. Our findings reveal that Core Competencies exhibit remarkable long-term stability, deviating significantly from the classic boom-bust lifecycle of management fads. The concept's public interest is characterized by strong, regular pluriannual cycles of 6.7 and 10 years, which appear aligned with broader economic and technological innovation waves. While highly reactive to external shocks, such as economic crises, the doctrine demonstrates a weak but consistent annual seasonality linked to academic and business calendars. The ARIMA forecast predicts continued stability around its historical mean, reinforcing its status as an institutionalized concept. Theoretically, this research contributes to the management fashion literature by proposing a model of ""institutionalized strategic doctrines"" that persist through cyclical revitalization rather than obsolescence. It demonstrates the utility of public search data as a proxy for conceptual salience, while acknowledging its distinction from organizational adoption. For practitioners, these results affirm the enduring relevance of Core Competencies as a foundational tool for strategic realignment, particularly during periods of external disruption.",2025-03,Solidum Producciones,10.5281/zenodo.15339101,"Core Competencies, Management Fashion Theory, Google Trends, Time Series Analysis, Longitudinal Study, ARIMA Forecasting, Management Fads, Strategic Management, Institutionalization, Cyclical Analysis, Management Doctrine, Public Interest Data, Quantitative Analysis, Seasonality Detection, Trend Analysis, External Shocks, Strategic Realignment, Conceptual Salience, Tool Lifecycle, Single-Source Methodology",cc-by-nc-4.0,open,,publication,book,pending,,"© 2025, Diomar G. Añez B., y Dimar J. Añez B.",spa,"[{""title"": ""Google Trends Search Trend Analysis for Competencias Centrales"", ""type"": ""alternative-title"", ""lang"": ""eng""}]","[{""identifier"": ""https://dataverse.harvard.edu/dataverse/management-fads"", ""relation"": ""isDocumentedBy"", ""scheme"": ""url"", ""resource_type"": ""dataset""}]",https://github.com/Wise-Connex/Management-Tools-Analysis.git,Python,Active
data/documents/Informe_10-GT.pdf,Cuadro de Mando Integral - Google Trends Analysis,Google Trends Search Trend Analysis for Cuadro de Mando Integral,"Anez, Diomar",Solidum Producciones,0000-0002-7925-5078,"Anez, Dimar",Wise Connex,0009-0001-5386-2689,"This study conducts a longitudinal quantitative analysis of the lifecycle of the Balanced Scorecard (BSC), challenging the conventional dichotomy of management tools as either transient fads or foundational practices. Utilizing Google Trends search volume index data for the term ""Cuadro de Mando Integral"" from January 2004 to the present, this research employs a single-source time-series methodology to investigate the trajectory of public interest. The analysis incorporates descriptive statistics and time-series decomposition to identify secular trends, inflection points, and cyclical patterns. Findings reveal that the BSC does not conform to the classic management fashion model of rapid ascent and collapse. Instead, it exhibits a ""Strategic Erosion Pattern,"" characterized by a prolonged, structural decline from peak popularity to a stabilized state of niche relevance. Predictive models suggest this interest will persist at a low but constant level. The data demonstrate highly regular institutional rhythms, including predictable annual seasonality aligned with academic and corporate planning cycles, and statistically significant pluriannual cycles of 10 and 6.7 years, suggesting periodic renewal driven by broader economic or technological waves. This research contributes a nuanced lifecycle model to management science literature, demonstrating that declining public attention does not equate to organizational obsolescence. For practitioners, these findings offer a framework for anticipating renewed interest and making informed decisions about the strategic value of mature management tools, independent of prevailing hype. The study also validates the use of digital trace data as a robust proxy for monitoring the public discourse surrounding management innovations.",2025-03,Solidum Producciones,10.5281/zenodo.15339103,"Balanced Scorecard, Google Trends, Time-Series Analysis, Longitudinal Study, Management Fads, Tool Lifecycle Theory, Cyclical Pattern Analysis, Seasonality, Pluriannual Cycles, Strategic Erosion Pattern, Digital Trace Data, Search Volume Index, Predictive Modeling, Managerial Attention, Institutional Rhythms, Niche Relevance, Quantitative Analysis, Management Science, Cuadro de Mando Integral, Single-Source Methodology",cc-by-nc-4.0,open,,publication,book,pending,,"© 2025, Diomar G. Añez B., y Dimar J. Añez B.",spa,"[{""title"": ""Google Trends Search Trend Analysis for Cuadro de Mando Integral"", ""type"": ""alternative-title"", ""lang"": ""eng""}]","[{""identifier"": ""https://dataverse.harvard.edu/dataverse/management-fads"", ""relation"": ""isDocumentedBy"", ""scheme"": ""url"", ""resource_type"": ""dataset""}]",https://github.com/Wise-Connex/Management-Tools-Analysis.git,Python,Active
